,Unnamed: 0,VendorID,passenger_count,trip_distance,RatecodeID,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee,cbd_congestion_fee
126936,126936,1,1.0,17.2,2.0,230,132,1,70.0,8.25,0.5,5.0,6.94,1.0,91.69,2.5,0.0,0.75
127000,127000,7,2.0,17.38,2.0,230,132,1,70.0,0.0,0.5,21.67,6.94,1.0,108.36,2.5,0.0,0.75
128877,128877,2,2.0,16.9,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
132279,132279,2,1.0,17.52,2.0,230,132,1,70.0,5.0,0.5,19.94,0.0,1.0,99.69,2.5,0.0,0.75
132890,132890,1,2.0,18.3,5.0,230,132,3,0.0,0.75,0.0,0.0,0.0,1.0,1.75,0.0,0.0,0.75
135042,135042,2,1.0,17.89,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
136176,136176,2,2.0,18.4,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
144741,144741,1,1.0,18.7,5.0,230,132,1,86.69,0.75,0.0,17.65,0.0,1.0,106.09,0.0,0.0,0.75
147813,147813,2,2.0,17.01,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
166524,166524,2,1.0,18.02,2.0,230,132,1,70.0,0.0,0.5,18.69,0.0,1.0,93.44,2.5,0.0,0.75
167147,167147,2,2.0,17.1,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
167276,167276,2,1.0,17.6,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
167676,167676,1,3.0,18.6,2.0,230,132,1,70.0,3.25,0.5,16.3,6.94,1.0,97.99,2.5,0.0,0.75
171156,171156,2,2.0,17.91,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
172473,172473,2,1.0,17.14,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
173105,173105,1,1.0,17.0,2.0,230,132,2,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
173218,173218,1,1.0,17.2,2.0,230,132,2,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
181988,181988,2,2.0,17.24,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
182107,182107,2,3.0,17.19,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
182141,182141,2,2.0,16.71,2.0,230,132,1,70.0,0.0,0.5,12.0,6.94,1.0,93.69,2.5,0.0,0.75
186912,186912,2,1.0,17.23,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
186964,186964,2,2.0,16.46,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
187123,187123,2,2.0,15.96,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
188126,188126,2,1.0,16.75,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
189966,189966,2,1.0,18.13,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
192235,192235,2,2.0,17.49,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
193218,193218,1,2.0,16.7,5.0,230,132,1,90.0,0.75,0.0,19.7,6.94,1.0,118.39,0.0,0.0,0.75
195100,195100,2,2.0,16.67,2.0,230,132,1,70.0,0.0,0.5,5.0,6.94,1.0,86.69,2.5,0.0,0.75
198546,198546,2,2.0,16.77,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
199357,199357,2,4.0,18.75,2.0,230,132,2,70.0,0.0,0.5,0.0,0.0,1.0,74.75,2.5,0.0,0.75
200418,200418,2,3.0,16.71,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
201365,201365,2,2.0,17.93,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
201391,201391,1,1.0,16.5,2.0,230,132,2,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
203162,203162,1,1.0,17.2,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
205247,205247,2,1.0,18.26,2.0,230,132,1,70.0,0.0,0.5,16.84,6.94,1.0,101.03,2.5,0.0,0.75
205805,205805,2,1.0,16.37,2.0,230,132,1,70.0,0.0,0.5,24.51,6.94,1.0,106.2,2.5,0.0,0.75
207420,207420,2,2.0,16.1,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
208104,208104,1,2.0,16.2,2.0,230,132,1,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
208594,208594,2,1.0,17.68,2.0,230,132,1,70.0,0.0,0.5,15.0,6.94,1.0,96.69,2.5,0.0,0.75
209031,209031,2,1.0,15.76,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
209906,209906,2,4.0,15.85,2.0,230,132,1,70.0,0.0,0.5,10.0,0.0,1.0,84.75,2.5,0.0,0.75
211027,211027,2,3.0,17.73,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
211380,211380,2,3.0,16.84,2.0,230,132,1,70.0,0.0,0.5,17.0,6.94,1.0,98.69,2.5,0.0,0.75
211404,211404,2,2.0,15.97,2.0,230,132,1,70.0,0.0,0.5,16.84,6.94,1.0,101.03,2.5,0.0,0.75
212755,212755,2,1.0,16.94,2.0,230,132,1,70.0,0.0,0.5,12.0,6.94,1.0,93.69,2.5,0.0,0.75
212809,212809,1,1.0,15.2,2.0,230,132,1,70.0,3.25,0.5,20.4,6.94,1.0,102.09,2.5,0.0,0.75
212833,212833,2,1.0,16.04,5.0,230,132,1,87.0,0.0,0.0,0.0,14.0,1.0,105.25,2.5,0.0,0.75
213735,213735,2,1.0,16.8,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
214023,214023,2,3.0,16.99,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
215848,215848,1,1.0,16.8,5.0,230,132,1,87.0,0.75,0.0,10.0,6.94,1.0,105.69,0.0,0.0,0.75
216248,216248,1,2.0,17.6,5.0,230,132,2,89.0,0.75,0.0,0.0,0.0,1.0,90.75,0.0,0.0,0.75
217357,217357,2,1.0,16.9,2.0,230,132,1,70.0,0.0,0.5,18.69,0.0,1.0,93.44,2.5,0.0,0.75
218483,218483,1,2.0,16.7,5.0,230,132,3,0.0,0.75,0.0,0.0,0.0,1.0,1.75,0.0,0.0,0.75
218597,218597,1,1.0,15.8,2.0,230,132,1,70.0,3.25,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
220322,220322,2,1.0,16.43,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
223346,223346,1,2.0,17.5,5.0,230,132,1,85.6,0.75,0.0,0.0,0.0,1.0,87.35,0.0,0.0,0.75
224648,224648,2,1.0,16.16,2.0,230,132,1,70.0,5.0,0.5,15.95,0.0,1.0,95.7,2.5,0.0,0.75
225261,225261,2,3.0,16.84,2.0,230,132,1,70.0,5.0,0.5,8.5,6.94,1.0,95.19,2.5,0.0,0.75
226104,226104,2,3.0,17.61,5.0,230,132,4,-90.0,0.0,0.0,0.0,-6.94,-1.0,-101.19,-2.5,0.0,-0.75
226105,226105,2,3.0,17.61,5.0,230,132,4,90.0,0.0,0.0,0.0,6.94,1.0,101.19,2.5,0.0,0.75
233329,233329,1,1.0,16.8,2.0,230,132,2,70.0,8.25,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
238381,238381,2,2.0,15.94,2.0,230,132,1,70.0,5.0,0.5,23.93,0.0,1.0,103.68,2.5,0.0,0.75
242039,242039,2,1.0,18.86,2.0,230,132,1,70.0,5.0,0.5,15.95,0.0,1.0,95.7,2.5,0.0,0.75
271609,271609,1,1.0,18.2,2.0,230,132,1,70.0,3.25,0.5,16.3,6.94,1.0,97.99,2.5,0.0,0.75
274335,274335,2,2.0,17.06,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
274434,274434,1,1.0,17.0,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
274447,274447,1,1.0,17.0,2.0,230,132,2,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
275072,275072,1,0.0,16.8,2.0,230,132,1,70.0,3.25,0.5,16.3,6.94,1.0,97.99,2.5,0.0,0.75
276167,276167,2,1.0,17.44,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
276670,276670,2,1.0,17.21,2.0,230,132,1,70.0,0.0,0.5,10.1,6.94,1.0,91.79,2.5,0.0,0.75
277968,277968,2,2.0,16.25,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
278618,278618,2,1.0,17.02,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
279056,279056,2,1.0,17.03,2.0,230,132,1,70.0,0.0,0.5,16.84,6.94,1.0,101.03,2.5,0.0,0.75
279774,279774,2,1.0,17.01,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
280060,280060,2,1.0,16.37,5.0,230,132,1,87.0,0.0,0.0,0.0,0.0,1.0,91.25,2.5,0.0,0.75
281478,281478,2,1.0,16.68,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
282443,282443,2,1.0,17.55,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
284217,284217,2,1.0,17.56,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
285575,285575,2,2.0,17.91,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
286740,286740,2,2.0,17.47,2.0,230,132,1,70.0,0.0,0.5,5.0,0.0,1.0,79.75,2.5,0.0,0.75
291200,291200,2,3.0,17.53,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
293362,293362,2,2.0,17.09,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
293415,293415,2,2.0,18.19,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
295952,295952,1,1.0,17.6,2.0,230,132,2,70.0,3.25,0.5,0.0,0.0,1.0,74.75,2.5,0.0,0.75
296304,296304,2,2.0,16.78,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
297183,297183,1,0.0,17.6,2.0,230,132,1,70.0,3.25,0.5,16.3,6.94,1.0,97.99,2.5,0.0,0.75
299106,299106,2,2.0,18.05,2.0,230,132,1,70.0,0.0,0.5,10.0,13.88,1.0,98.63,2.5,0.0,0.75
299685,299685,2,2.0,16.7,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
301734,301734,2,1.0,16.36,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
301767,301767,2,2.0,17.7,2.0,230,132,4,-70.0,0.0,-0.5,0.0,-6.94,-1.0,-81.69,-2.5,0.0,-0.75
301768,301768,2,2.0,17.7,2.0,230,132,4,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
302943,302943,2,1.0,16.57,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
304041,304041,2,2.0,17.75,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
304893,304893,1,1.0,17.1,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
306521,306521,2,1.0,19.49,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
307119,307119,1,1.0,14.6,5.0,230,132,1,84.0,0.75,0.0,10.0,0.0,1.0,95.75,0.0,0.0,0.75
307798,307798,2,1.0,17.6,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
308227,308227,1,1.0,16.6,2.0,230,132,2,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
310144,310144,2,1.0,17.24,2.0,230,132,1,70.0,0.0,0.5,5.0,6.94,1.0,86.69,2.5,0.0,0.75
310550,310550,2,3.0,17.59,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
311036,311036,2,2.0,16.92,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
311139,311139,2,2.0,16.72,2.0,230,132,1,70.0,0.0,0.5,0.01,6.94,1.0,81.7,2.5,0.0,0.75
312955,312955,1,2.0,4.5,2.0,230,132,2,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
313295,313295,2,2.0,17.78,2.0,230,132,2,70.0,0.0,0.5,0.0,0.0,1.0,76.5,2.5,1.75,0.75
313455,313455,1,1.0,17.1,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
313773,313773,2,2.0,16.92,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
313883,313883,2,2.0,17.21,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
314991,314991,2,2.0,16.55,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
315941,315941,2,1.0,17.3,2.0,230,132,1,70.0,0.0,0.5,15.45,0.0,1.0,92.7,2.5,0.0,0.75
316159,316159,2,2.0,15.09,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
317429,317429,2,1.0,19.18,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
317744,317744,2,1.0,17.98,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
318244,318244,1,2.0,17.4,5.0,230,132,1,85.69,0.75,0.0,10.0,0.0,1.0,97.44,0.0,0.0,0.75
319127,319127,2,4.0,16.53,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
319655,319655,2,1.0,16.04,5.0,230,132,1,90.0,0.0,0.0,17.29,21.0,1.0,132.54,2.5,0.0,0.75
320790,320790,2,3.0,18.98,2.0,230,132,2,70.0,0.0,0.5,0.0,0.94,1.0,75.69,2.5,0.0,0.75
321650,321650,2,2.0,15.06,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
322547,322547,1,1.0,15.4,5.0,230,132,1,85.0,0.75,0.0,17.35,0.0,1.0,104.1,0.0,0.0,0.75
323408,323408,2,2.0,18.87,2.0,230,132,1,70.0,0.0,0.5,16.84,6.94,1.0,101.03,2.5,0.0,0.75
324541,324541,2,2.0,16.29,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
325070,325070,1,1.0,15.0,5.0,230,132,1,86.0,0.75,0.0,17.55,0.0,1.0,105.3,0.0,0.0,0.75
326461,326461,2,2.0,17.76,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
326580,326580,2,1.0,22.45,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
326629,326629,2,1.0,18.03,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
327259,327259,2,2.0,17.77,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
327852,327852,2,1.0,16.47,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
329058,329058,2,2.0,22.01,2.0,230,132,1,70.0,5.0,0.5,19.94,0.0,1.0,99.69,2.5,0.0,0.75
330986,330986,2,1.0,14.59,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
331075,331075,1,2.0,16.3,2.0,230,132,1,70.0,8.25,0.5,17.3,6.94,1.0,103.99,2.5,0.0,0.75
333573,333573,2,2.0,18.48,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
334572,334572,2,1.0,18.89,2.0,230,132,1,70.0,5.0,0.5,20.0,6.94,1.0,106.69,2.5,0.0,0.75
335611,335611,1,1.0,25.0,2.0,230,132,1,70.0,8.25,0.5,17.3,6.94,1.0,103.99,2.5,0.0,0.75
335680,335680,2,3.0,15.46,5.0,230,132,1,94.0,0.0,0.0,0.0,6.94,1.0,105.19,2.5,0.0,0.75
336003,336003,2,1.0,16.19,2.0,230,132,1,70.0,5.0,0.5,22.0,6.94,1.0,108.69,2.5,0.0,0.75
336900,336900,2,1.0,17.38,2.0,230,132,2,70.0,5.0,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
337386,337386,2,2.0,17.49,2.0,230,132,1,70.0,5.0,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
337436,337436,2,2.0,17.13,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
337610,337610,2,2.0,16.74,2.0,230,132,1,70.0,5.0,0.5,3.0,0.0,1.0,82.75,2.5,0.0,0.75
339401,339401,2,2.0,15.69,2.0,230,132,1,70.0,5.0,0.5,10.0,6.94,1.0,96.69,2.5,0.0,0.75
339584,339584,2,3.0,17.09,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
343248,343248,2,1.0,17.12,2.0,230,132,1,70.0,5.0,0.5,17.19,6.94,1.0,103.88,2.5,0.0,0.75
343839,343839,2,1.0,16.44,2.0,230,132,1,70.0,5.0,0.5,2.0,6.94,1.0,88.69,2.5,0.0,0.75
350143,350143,2,1.0,16.54,2.0,230,132,1,70.0,5.0,0.5,10.0,6.94,1.0,95.94,2.5,0.0,0.0
353749,353749,1,1.0,17.7,2.0,230,132,1,70.0,8.25,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
355207,355207,1,1.0,17.6,2.0,230,132,1,70.0,8.25,0.5,17.35,6.94,1.0,104.04,2.5,0.0,0.75
359858,359858,2,2.0,16.96,2.0,230,132,1,70.0,5.0,0.5,19.94,0.0,1.0,99.69,2.5,0.0,0.75
364071,364071,2,3.0,18.47,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
366388,366388,2,2.0,16.3,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
368848,368848,2,1.0,17.9,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
376378,376378,1,3.0,17.6,2.0,230,132,1,70.0,3.25,0.5,8.0,0.0,1.0,82.75,2.5,0.0,0.75
392995,392995,1,1.0,16.6,2.0,230,132,1,70.0,3.25,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
393056,393056,1,1.0,17.9,2.0,230,132,1,70.0,3.25,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
393666,393666,1,1.0,16.9,2.0,230,132,2,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
393879,393879,1,1.0,17.7,5.0,230,132,2,87.0,0.75,0.0,0.0,6.94,1.0,95.69,0.0,0.0,0.75
394195,394195,2,2.0,17.13,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
394397,394397,2,1.0,18.72,2.0,230,132,1,70.0,0.0,0.5,16.19,6.94,1.0,97.88,2.5,0.0,0.75
394757,394757,2,1.0,16.85,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
395238,395238,2,2.0,18.62,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
395442,395442,2,2.0,16.79,2.0,230,132,1,70.0,0.0,0.5,24.51,6.94,1.0,106.2,2.5,0.0,0.75
395676,395676,2,2.0,15.69,5.0,230,132,1,110.0,0.0,0.0,0.0,6.94,1.0,121.19,2.5,0.0,0.75
397480,397480,1,1.0,16.4,5.0,230,132,1,87.0,0.75,0.0,19.15,6.94,1.0,114.84,0.0,0.0,0.75
397769,397769,2,4.0,17.29,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
398845,398845,2,1.0,17.76,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
399752,399752,2,1.0,16.8,2.0,230,132,1,70.0,0.0,0.5,7.0,6.94,1.0,88.69,2.5,0.0,0.75
400999,400999,2,2.0,18.17,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
401979,401979,2,1.0,18.75,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
402248,402248,2,2.0,16.55,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
402372,402372,2,1.0,16.64,5.0,230,132,1,90.0,0.0,0.0,15.0,6.94,1.0,116.19,2.5,0.0,0.75
402674,402674,2,1.0,17.33,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
402676,402676,1,2.0,16.8,5.0,230,132,1,90.0,0.75,0.0,27.5,0.0,1.0,119.25,0.0,0.0,0.75
402747,402747,2,1.0,16.3,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
403504,403504,2,2.0,16.85,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
406561,406561,2,1.0,25.8,5.0,230,132,1,85.0,0.0,0.0,17.85,0.0,1.0,107.1,2.5,0.0,0.75
406967,406967,2,2.0,19.8,2.0,230,132,1,70.0,0.0,0.5,22.44,15.0,1.0,112.19,2.5,0.0,0.75
411676,411676,1,1.0,16.2,2.0,230,132,1,70.0,3.25,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
412490,412490,2,1.0,20.62,3.0,230,132,4,106.3,0.0,0.0,0.0,6.94,1.0,114.99,0.0,0.0,0.75
412794,412794,2,1.0,17.61,2.0,230,132,1,70.0,0.0,0.5,15.0,6.94,1.0,96.69,2.5,0.0,0.75
412818,412818,2,2.0,17.04,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
415944,415944,2,2.0,17.6,2.0,230,132,2,70.0,0.0,0.5,0.0,13.88,1.0,88.63,2.5,0.0,0.75
416276,416276,2,4.0,16.97,5.0,230,132,1,85.0,0.0,0.0,10.0,0.0,1.0,99.25,2.5,0.0,0.75
416345,416345,2,1.0,15.77,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
417148,417148,2,3.0,18.13,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
417432,417432,2,2.0,17.35,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
417644,417644,2,3.0,17.57,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,99.78,2.5,1.75,0.75
418093,418093,2,2.0,17.42,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
418094,418094,2,1.0,17.96,2.0,230,132,4,-70.0,0.0,-0.5,0.0,-6.94,-1.0,-81.69,-2.5,0.0,-0.75
418095,418095,2,1.0,17.96,2.0,230,132,4,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
418886,418886,2,2.0,16.66,2.0,230,132,1,70.0,0.0,0.5,5.0,6.94,1.0,86.69,2.5,0.0,0.75
419421,419421,2,1.0,17.1,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
419537,419537,1,1.0,16.3,2.0,230,132,2,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
420575,420575,2,1.0,17.86,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
420930,420930,2,1.0,17.12,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
421861,421861,2,1.0,16.21,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
422066,422066,2,1.0,17.55,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
422450,422450,2,1.0,18.14,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
422634,422634,2,1.0,16.11,5.0,230,132,1,90.0,0.0,0.0,10.0,14.69,1.0,118.94,2.5,0.0,0.75
422967,422967,2,2.0,17.03,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
423312,423312,1,1.0,16.8,2.0,230,132,1,70.0,3.25,0.5,20.4,6.94,1.0,102.09,2.5,0.0,0.75
423569,423569,2,1.0,16.5,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
424065,424065,2,2.0,17.84,2.0,230,132,2,70.0,0.0,0.5,0.0,0.0,1.0,74.75,2.5,0.0,0.75
424247,424247,1,1.0,15.9,2.0,230,132,1,70.0,3.25,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
424419,424419,2,2.0,18.19,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
426036,426036,1,2.0,16.6,2.0,230,132,1,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
426585,426585,2,2.0,16.47,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
427180,427180,1,1.0,16.0,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
427774,427774,2,2.0,15.96,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
429537,429537,2,4.0,16.59,5.0,230,132,1,95.0,0.0,0.0,21.24,6.94,1.0,127.43,2.5,0.0,0.75
429917,429917,2,1.0,17.36,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
433237,433237,1,2.0,15.7,5.0,230,132,1,86.0,0.75,0.0,17.55,0.0,1.0,105.3,0.0,0.0,0.75
